"","cmplnt_num","addr_pct_cd","boro_nm","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","crm_atpt_cptd_cd","hadevelopt","housing_psa","jurisdiction_code","juris_desc","ky_cd","law_cat_cd","loc_of_occur_desc","ofns_desc","parks_nm","patrol_boro","pd_cd","pd_desc","prem_typ_desc","rpt_dt","station_name","susp_age_group","susp_race","susp_sex","transit_district","vic_age_group","vic_race","vic_sex","x_coord_cd","y_coord_cd","latitude","longitude","lat_lon"
"519",143748942,44,"BRONX","2019-03-05T00:00:00.000","11:00:00","2019-03-05T00:00:00.000","11:15:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",105,"FELONY","","ROBBERY","","PATROL BORO BRONX",396,"ROBBERY,BEGIN AS SHOPLIFTING","STREET","2019-03-05T00:00:00.000","","25-44","BLACK HISPANIC","M",NA,"25-44","BLACK","M",1007027,245405,40.840234138,-73.9176841139999,"(40.840234138, -73.917684114)"
"520",687977974,75,"BROOKLYN","2019-01-19T00:00:00.000","06:00:00","2019-01-19T00:00:00.000","06:10:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",106,"FELONY","INSIDE","FELONY ASSAULT","","PATROL BORO BKLYN NORTH",105,"STRANGULATION 1ST","RESIDENCE - APT. HOUSE","2019-01-19T00:00:00.000","","25-44","WHITE HISPANIC","M",NA,"25-44","BLACK","F",1020166,188887,40.685063298,-73.870501056,"(40.685063298, -73.870501056)"
"521",120537758,75,"BROOKLYN","2019-01-20T00:00:00.000","23:00:00","2019-01-20T00:00:00.000","23:20:00","COMPLETED","",NA,1,"N.Y. TRANSIT POLICE",578,"VIOLATION","","HARRASSMENT 2","","PATROL BORO BKLYN NORTH",638,"HARASSMENT,SUBD 3,4,5","TRANSIT - NYC SUBWAY","2019-01-20T00:00:00.000","EUCLID AVENUE","25-44","UNKNOWN","M",33,"25-44","BLACK","F",1019779,185370,40.675411501,-73.87191498,"(40.675411501, -73.87191498)"
"522",250978131,115,"QUEENS","2018-12-01T00:00:00.000","16:00:00","2019-02-15T00:00:00.000","23:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2","","PATROL BORO QUEENS NORTH",638,"HARASSMENT,SUBD 3,4,5","STREET","2019-02-17T00:00:00.000","","45-64","ASIAN / PACIFIC ISLANDER","M",NA,"25-44","ASIAN / PACIFIC ISLANDER","M",1012405,215809,40.758985731,-73.89837183,"(40.758985731, -73.89837183)"
"523",686887220,100,"QUEENS","2019-01-19T00:00:00.000","18:56:00","2019-01-19T00:00:00.000","18:57:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO QUEENS SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","FAST FOOD","2019-02-01T00:00:00.000","","18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",1040521,154391,40.5902733840001,-73.797396018,"(40.590273384, -73.797396018)"
"524",801008455,73,"BROOKLYN","2019-02-19T00:00:00.000","11:32:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO BKLYN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2019-02-19T00:00:00.000","","UNKNOWN","BLACK","F",NA,"45-64","BLACK","F",1008463,187333,40.680837673,-73.912703482,"(40.680837673, -73.912703482)"
"525",112474962,47,"BRONX","2019-01-18T00:00:00.000","18:00:00","2019-01-18T00:00:00.000","20:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2","","PATROL BORO BRONX",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2019-01-21T00:00:00.000","","","","",NA,"45-64","BLACK","M",1025155,266678,40.8985565930001,-73.852038756,"(40.898556593, -73.852038756)"
"526",351256277,113,"QUEENS","2019-03-26T00:00:00.000","16:42:00","2019-03-26T00:00:00.000","17:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO QUEENS SOUTH",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","STREET","2019-03-26T00:00:00.000","","45-64","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",1047731,188733,40.684485833,-73.771113223,"(40.684485833, -73.771113223)"
"527",346325839,62,"BROOKLYN","2019-03-08T00:00:00.000","21:00:00","2019-03-08T00:00:00.000","21:07:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO BKLYN SOUTH",114,"OBSTR BREATH/CIRCUL","RESIDENCE - APT. HOUSE","2019-03-08T00:00:00.000","","","","",NA,"25-44","WHITE","F",986183,160751,40.607908701,-73.993039783,"(40.607908701, -73.993039783)"
"528",811172378,63,"BROOKLYN","2019-03-30T00:00:00.000","04:40:00","2019-03-30T00:00:00.000","05:10:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO BKLYN SOUTH",101,"ASSAULT 3","STREET","2019-03-30T00:00:00.000","","25-44","WHITE","M",NA,"25-44","WHITE HISPANIC","F",1009031,165785,40.621691549,-73.9107347739999,"(40.621691549, -73.910734774)"
"529",546583628,84,"BROOKLYN","2019-01-09T00:00:00.000","15:45:00","2019-01-09T00:00:00.000","15:46:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",109,"FELONY","","GRAND LARCENY","","PATROL BORO BKLYN NORTH",404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)","STREET","2019-01-09T00:00:00.000","","<18","BLACK HISPANIC","M",NA,"<18","ASIAN / PACIFIC ISLANDER","M",988931,193410,40.69754952,-73.98312026,"(40.69754952, -73.98312026)"
"530",146780833,70,"BROOKLYN","2019-02-16T00:00:00.000","13:20:00","2019-02-16T00:00:00.000","13:25:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO BKLYN SOUTH",101,"ASSAULT 3","STREET","2019-02-16T00:00:00.000","","UNKNOWN","UNKNOWN","U",NA,"18-24","WHITE","F",998756,170060,40.633448307,-73.947738408,"(40.633448307, -73.947738408)"
"531",215553208,47,"BRONX","2019-02-09T00:00:00.000","16:00:00","","","COMPLETED","BOSTON SECOR",874,2,"N.Y. HOUSING POLICE",236,"MISDEMEANOR","INSIDE","DANGEROUS WEAPONS","","PATROL BORO BRONX",782,"WEAPONS, POSSESSION, ETC","RESIDENCE - PUBLIC HOUSING","2019-02-09T00:00:00.000","","25-44","BLACK HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",1030386,260908,40.8826939900001,-73.833156832,"(40.88269399, -73.833156832)"
"532",700539825,62,"BROOKLYN","2019-01-07T00:00:00.000","14:30:00","2019-01-07T00:00:00.000","14:45:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","OPPOSITE OF","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO BKLYN SOUTH",101,"ASSAULT 3","STREET","2019-01-07T00:00:00.000","","<18","BLACK","F",NA,"<18","WHITE HISPANIC","F",990191,159693,40.605002926,-73.9786059909999,"(40.605002926, -73.978605991)"
"533",137534898,66,"BROOKLYN","2019-01-02T00:00:00.000","09:00:00","2019-01-02T00:00:00.000","09:10:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO BKLYN SOUTH",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","MAILBOX OUTSIDE","2019-01-02T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","E",986690,168440,40.6290132880001,-73.991211057,"(40.629013288, -73.991211057)"
"534",113677304,105,"QUEENS","2019-01-07T00:00:00.000","15:00:00","2019-01-07T00:00:00.000","15:05:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO QUEENS SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN","HOSPITAL","2019-01-07T00:00:00.000","","25-44","BLACK","F",NA,"25-44","WHITE","F",1065540,213942,40.753532458,-73.706596761,"(40.753532458, -73.706596761)"
"535",676330715,47,"BRONX","2019-03-08T00:00:00.000","08:00:00","2019-03-08T00:00:00.000","14:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO BRONX",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","2019-03-08T00:00:00.000","","","","",NA,"25-44","BLACK","M",1022301,256450,40.870496732,-73.8624204119999,"(40.870496732, -73.862420412)"
"536",346231745,107,"QUEENS","2019-01-23T00:00:00.000","01:58:00","2019-01-23T00:00:00.000","02:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",678,"VIOLATION","REAR OF","MISCELLANEOUS PENAL LAW","","PATROL BORO QUEENS SOUTH",201,"TRESPASS 4,CRIMINAL SUB 2","RESIDENCE-HOUSE","2019-01-23T00:00:00.000","","UNKNOWN","UNKNOWN","M",NA,"45-64","WHITE","F",1040814,206044,40.7320472170001,-73.7959077629999,"(40.732047217, -73.795907763)"
"537",139038262,114,"QUEENS","2019-01-13T00:00:00.000","23:56:00","2019-01-14T00:00:00.000","00:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",126,"FELONY","INSIDE","MISCELLANEOUS PENAL LAW","","PATROL BORO QUEENS NORTH",198,"CRIMINAL CONTEMPT 1","RESIDENCE - APT. HOUSE","2019-01-14T00:00:00.000","","25-44","ASIAN / PACIFIC ISLANDER","M",NA,"25-44","ASIAN / PACIFIC ISLANDER","M",1004965,217463,40.7635460970001,-73.925222495,"(40.763546097, -73.925222495)"
"538",748442633,18,"MANHATTAN","2019-03-19T00:00:00.000","19:00:00","2019-03-19T00:00:00.000","19:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO MAN SOUTH",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","2019-03-19T00:00:00.000","","UNKNOWN","BLACK","M",NA,"25-44","WHITE HISPANIC","F",991585,215368,40.7578170830001,-73.9735251559999,"(40.757817083, -73.973525156)"
"539",243607964,90,"BROOKLYN","2018-11-26T00:00:00.000","12:00:00","2019-01-01T00:00:00.000","15:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","","PATROL BORO BKLYN NORTH",430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED","MAILBOX OUTSIDE","2019-01-23T00:00:00.000","","","","",NA,"65+","WHITE","M",994722,196657,40.706456818,-73.9622310139999,"(40.706456818, -73.962231014)"
"540",647980649,47,"BRONX","2019-03-07T00:00:00.000","10:15:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",348,"MISDEMEANOR","","VEHICLE AND TRAFFIC LAWS","","PATROL BORO BRONX",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN","STREET","2019-03-07T00:00:00.000","","25-44","BLACK","F",NA,"UNKNOWN","UNKNOWN","E",1020159,259298,40.8783225820001,-73.870149968,"(40.878322582, -73.870149968)"
"541",290088170,52,"BRONX","2019-03-12T00:00:00.000","07:30:00","2019-03-14T00:00:00.000","07:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",121,"FELONY","OPPOSITE OF","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO BRONX",267,"MISCHIEF, CRIMINAL 3 & 2, OF M","STREET","2019-03-14T00:00:00.000","","UNKNOWN","UNKNOWN","U",NA,"18-24","WHITE HISPANIC","F",1016484,258118,40.8750980350001,-73.883444893,"(40.875098035, -73.883444893)"
"542",348974685,75,"BROOKLYN","2019-01-29T00:00:00.000","15:37:00","2019-01-29T00:00:00.000","15:37:00","COMPLETED","",NA,1,"N.Y. TRANSIT POLICE",113,"FELONY","","FORGERY","","PATROL BORO BKLYN NORTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","TRANSIT - NYC SUBWAY","2019-01-29T00:00:00.000","GRANT AVENUE","25-44","BLACK","M",33,"UNKNOWN","UNKNOWN","E",1021568,185710,40.6763373630001,-73.86546354,"(40.676337363, -73.86546354)"
"543",955880765,106,"QUEENS","2018-12-27T00:00:00.000","10:00:00","2018-12-27T00:00:00.000","10:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",340,"MISDEMEANOR","INSIDE","FRAUDS","","PATROL BORO QUEENS SOUTH",707,"IMPERSONATION 2, PUBLIC SERVAN","RESIDENCE-HOUSE","2019-01-16T00:00:00.000","","25-44","WHITE","U",NA,"25-44","WHITE","F",1034124,183231,40.669471243,-73.820215423,"(40.669471243, -73.820215423)"
"544",889840431,44,"BRONX","2019-01-28T00:00:00.000","12:00:00","2019-01-30T00:00:00.000","10:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","","PATROL BORO BRONX",357,"LARCENY,PETIT OF VEHICLE ACCES","STREET","2019-01-30T00:00:00.000","","","","",NA,"25-44","BLACK","M",1005997,245969,40.8417847490001,-73.92140476,"(40.841784749, -73.92140476)"
"545",332168958,112,"QUEENS","2019-01-14T00:00:00.000","23:00:00","2019-01-14T00:00:00.000","23:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",348,"MISDEMEANOR","","VEHICLE AND TRAFFIC LAWS","","PATROL BORO QUEENS NORTH",916,"LEAVING SCENE-ACCIDENT-PERSONA","STREET","2019-01-14T00:00:00.000","","","","",NA,"18-24","WHITE","M",1025251,208069,40.737691167,-73.852049564,"(40.737691167, -73.852049564)"
"546",797941772,84,"BROOKLYN","2019-03-07T00:00:00.000","16:20:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO BKLYN NORTH",638,"HARASSMENT,SUBD 3,4,5","STREET","2019-03-07T00:00:00.000","","25-44","WHITE","M",NA,"45-64","WHITE","M",986771,192707,40.695620827,-73.9909101759999,"(40.695620827, -73.990910176)"
"547",247221721,81,"BROOKLYN","2019-01-09T00:00:00.000","16:30:00","2019-01-09T00:00:00.000","17:40:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO BKLYN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","2019-01-10T00:00:00.000","","","","",NA,"25-44","BLACK","F",1001586,189839,40.68773221,-73.937491478,"(40.68773221, -73.937491478)"
"548",575166974,68,"BROOKLYN","2019-03-31T00:00:00.000","10:35:00","2019-03-31T00:00:00.000","12:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","","PATROL BORO BKLYN SOUTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE-HOUSE","2019-03-31T00:00:00.000","","25-44","WHITE","M",NA,"25-44","WHITE","F",975918,168663,40.6296217920001,-74.0300187189999,"(40.629621792, -74.030018719)"
"549",641683154,79,"BROOKLYN","2019-02-14T00:00:00.000","11:00:00","2019-02-14T00:00:00.000","11:45:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO BKLYN NORTH",638,"HARASSMENT,SUBD 3,4,5","PUBLIC SCHOOL","2019-02-28T00:00:00.000","","25-44","BLACK","F",NA,"25-44","BLACK","F",997280,191701,40.692850357,-73.953014404,"(40.692850357, -73.953014404)"
"550",367344143,79,"BROOKLYN","2019-03-24T00:00:00.000","20:00:00","2019-03-24T00:00:00.000","20:15:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",113,"FELONY","","FORGERY","","PATROL BORO BKLYN NORTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","STREET","2019-03-24T00:00:00.000","","25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",999123,192745,40.695712991,-73.9463661189999,"(40.695712991, -73.946366119)"
"551",127638940,77,"BROOKLYN","2019-03-12T00:00:00.000","21:30:00","2019-03-12T00:00:00.000","21:35:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO BKLYN NORTH",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","MAILBOX OUTSIDE","2019-03-12T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","E",994879,186913,40.6797116010001,-73.9616801189999,"(40.679711601, -73.961680119)"
"552",781279959,26,"MANHATTAN","2019-03-08T00:00:00.000","17:15:00","2019-03-08T00:00:00.000","18:30:00","COMPLETED","",730,2,"N.Y. HOUSING POLICE",112,"FELONY","INSIDE","THEFT-FRAUD","","PATROL BORO MAN NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - PUBLIC HOUSING","2019-03-09T00:00:00.000","","UNKNOWN","UNKNOWN","U",NA,"25-44","BLACK HISPANIC","F",996077,236553,40.8159593770001,-73.957273615,"(40.815959377, -73.957273615)"
"553",180606416,77,"BROOKLYN","2019-02-04T00:00:00.000","16:15:00","2019-02-04T00:00:00.000","16:20:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",105,"FELONY","FRONT OF","ROBBERY","","PATROL BORO BKLYN NORTH",397,"ROBBERY,OPEN AREA UNCLASSIFIED","STREET","2019-02-04T00:00:00.000","","<18","BLACK","M",NA,"<18","BLACK","M",1002427,186192,40.6777203390001,-73.9344688469999,"(40.677720339, -73.934468847)"
"554",232985328,83,"BROOKLYN","2019-01-07T00:00:00.000","08:30:00","2019-01-07T00:00:00.000","14:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",107,"FELONY","","BURGLARY","","PATROL BORO BKLYN NORTH",231,"BURGLARY,TRUCK DAY","STREET","2019-01-09T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","D",1009944,191604,40.6925564110001,-73.9073475759999,"(40.692556411, -73.907347576)"
"555",202728833,46,"BRONX","2019-02-21T00:00:00.000","00:30:00","2019-02-21T00:00:00.000","10:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",110,"FELONY","FRONT OF","GRAND LARCENY OF MOTOR VEHICLE","","PATROL BORO BRONX",441,"LARCENY,GRAND OF AUTO","STREET","2019-02-21T00:00:00.000","","","","",NA,"25-44","BLACK","F",1007363,251995,40.8583208630001,-73.9164470759999,"(40.858320863, -73.916447076)"
"556",613691870,26,"MANHATTAN","2019-03-15T00:00:00.000","03:45:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","2019-03-15T00:00:00.000","","UNKNOWN","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",993639,232628,40.805189268,-73.966086956,"(40.805189268, -73.966086956)"
"557",106968952,94,"BROOKLYN","2019-01-03T00:00:00.000","08:15:00","","","COMPLETED","",NA,1,"N.Y. TRANSIT POLICE",344,"MISDEMEANOR","","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO BKLYN NORTH",101,"ASSAULT 3","TRANSIT - NYC SUBWAY","2019-01-03T00:00:00.000","BEDFORD AVENUE","","","",33,"<18","WHITE HISPANIC","F",995969,200806,40.717843272,-73.957726112,"(40.717843272, -73.957726112)"
"558",855615281,105,"QUEENS","2019-01-25T00:00:00.000","15:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2","","PATROL BORO QUEENS SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE-HOUSE","2019-01-25T00:00:00.000","","<18","BLACK","F",NA,"<18","BLACK","F",1052879,181105,40.66351035,-73.752629267,"(40.66351035, -73.752629267)"
"559",526172567,67,"BROOKLYN","2019-01-04T00:00:00.000","22:00:00","2019-01-04T00:00:00.000","22:26:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO BKLYN SOUTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","DRY CLEANER/LAUNDRY","2019-01-04T00:00:00.000","","25-44","BLACK","M",NA,"65+","BLACK","M",998712,170677,40.635141912,-73.947895611,"(40.635141912, -73.947895611)"
"560",230751627,109,"QUEENS","2017-07-05T00:00:00.000","10:00:00","2019-03-05T00:00:00.000","16:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD","","PATROL BORO QUEENS NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","2019-03-05T00:00:00.000","","","","",NA,"45-64","WHITE HISPANIC","M",1026022,227030,40.7897305480001,-73.849149595,"(40.789730548, -73.849149595)"
"561",194371318,9,"MANHATTAN","2019-02-08T00:00:00.000","17:10:00","2019-02-08T00:00:00.000","17:18:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",105,"FELONY","INSIDE","ROBBERY","","PATROL BORO MAN SOUTH",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","STORE UNCLASSIFIED","2019-02-08T00:00:00.000","","UNKNOWN","WHITE HISPANIC","M",NA,"<18","WHITE HISPANIC","M",990592,202391,40.722199204,-73.9771217049999,"(40.722199204, -73.977121705)"
"562",524920148,62,"BROOKLYN","2019-02-20T00:00:00.000","22:00:00","2019-02-20T00:00:00.000","23:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","INSIDE","SEX CRIMES","","PATROL BORO BKLYN SOUTH",175,"SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","2019-02-27T00:00:00.000","","UNKNOWN","WHITE HISPANIC","M",NA,"18-24","WHITE HISPANIC","F",983393,158818,40.602603179,-74.0030876609999,"(40.602603179, -74.003087661)"
"563",313398473,24,"MANHATTAN","2019-03-08T00:00:00.000","12:50:00","2019-03-08T00:00:00.000","12:58:00","COMPLETED","",NA,1,"N.Y. TRANSIT POLICE",344,"MISDEMEANOR","","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO MAN NORTH",101,"ASSAULT 3","TRANSIT - NYC SUBWAY","2019-03-08T00:00:00.000","96 STREET","25-44","BLACK","F",3,"25-44","WHITE","F",992062,228791,40.7946592850001,-73.971787782,"(40.794659285, -73.971787782)"
"564",155917802,62,"BROOKLYN","2019-03-03T00:00:00.000","17:20:00","2019-03-03T00:00:00.000","18:05:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY","","PATROL BORO BKLYN SOUTH",221,"BURGLARY,RESIDENCE,DAY","RESIDENCE - APT. HOUSE","2019-03-03T00:00:00.000","","25-44","WHITE","F",NA,"<18","WHITE","M",990505,162403,40.612441107,-73.977472667,"(40.612441107, -73.977472667)"
"565",690457568,48,"BRONX","2019-01-17T00:00:00.000","10:00:00","2019-01-17T00:00:00.000","10:12:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO BRONX",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2019-01-17T00:00:00.000","","25-44","BLACK HISPANIC","M",NA,"25-44","BLACK","F",1016615,250109,40.853115291,-73.883009882,"(40.853115291, -73.883009882)"
"566",640805647,45,"BRONX","2019-03-07T00:00:00.000","14:46:00","2019-03-07T00:00:00.000","14:46:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","","PATROL BORO BRONX",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","MAILBOX OUTSIDE","2019-03-22T00:00:00.000","","UNKNOWN","UNKNOWN","U",NA,"45-64","ASIAN / PACIFIC ISLANDER","M",1032671,256005,40.8692245510001,-73.824928896,"(40.869224551, -73.824928896)"
"567",357259075,46,"BRONX","2019-03-30T00:00:00.000","06:45:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",121,"FELONY","INSIDE","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO BRONX",269,"MISCHIEF,CRIMINAL,    UNCL 2ND","RESIDENCE - APT. HOUSE","2019-03-30T00:00:00.000","","","","",NA,"25-44","BLACK","F",1011296,249870,40.852477202,-73.902237714,"(40.852477202, -73.902237714)"
"568",172841769,44,"BRONX","2019-02-09T00:00:00.000","20:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",106,"FELONY","INSIDE","FELONY ASSAULT","","PATROL BORO BRONX",109,"ASSAULT 2,1,UNCLASSIFIED","RESIDENCE - APT. HOUSE","2019-02-09T00:00:00.000","","UNKNOWN","BLACK","M",NA,"25-44","BLACK HISPANIC","M",1004352,244652,40.838173866,-73.927353964,"(40.838173866, -73.927353964)"
"569",597923355,43,"BRONX","2018-07-15T00:00:00.000","08:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO BRONX",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2019-01-26T00:00:00.000","","65+","BLACK","F",NA,"65+","BLACK","M",1019536,242890,40.833290075,-73.872489178,"(40.833290075, -73.872489178)"
"570",144336399,42,"BRONX","2019-01-01T00:00:00.000","03:25:00","2019-01-01T00:00:00.000","03:30:00","COMPLETED","BUTLER",776,2,"N.Y. HOUSING POLICE",106,"FELONY","INSIDE","FELONY ASSAULT","","PATROL BORO BRONX",109,"ASSAULT 2,1,UNCLASSIFIED","RESIDENCE - PUBLIC HOUSING","2019-01-01T00:00:00.000","","UNKNOWN","BLACK","M",NA,"25-44","WHITE HISPANIC","F",1009695,243535,40.835094247,-73.9080489149999,"(40.835094247, -73.908048915)"
"571",897867560,60,"BROOKLYN","2019-03-19T00:00:00.000","15:53:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO BKLYN SOUTH",101,"ASSAULT 3","STREET","2019-03-19T00:00:00.000","","","","",NA,"45-64","UNKNOWN","M",994193,150973,40.5810646890001,-73.964206336,"(40.581064689, -73.964206336)"
"572",647112102,110,"QUEENS","2019-02-28T00:00:00.000","01:20:00","2019-02-28T00:00:00.000","01:25:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO QUEENS NORTH",101,"ASSAULT 3","RESIDENCE-HOUSE","2019-02-28T00:00:00.000","","25-44","WHITE HISPANIC","M",NA,"18-24","WHITE HISPANIC","F",1019485,211881,40.748178997,-73.872836143,"(40.748178997, -73.872836143)"
