"","cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","parks_nm","hadevelopt","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","transit_district","latitude","longitude","lat_lon","patrol_boro","station_name","vic_age_group","vic_race","vic_sex"
"772",856582434,"2018-12-30T00:00:00.000","12:00:00","","",73,"2018-12-31T00:00:00.000",110,"GRAND LARCENY OF MOTOR VEHICLE",441,"LARCENY,GRAND OF AUTO","COMPLETED","FELONY","BROOKLYN","","PARKING LOT/GARAGE (PRIVATE)","N.Y. POLICE DEPT",0,"","","",1008957,185699,"","","",NA,40.6763513490001,-73.910928398,"(40.676351349, -73.910928398)","PATROL BORO BKLYN NORTH","","25-44","WHITE HISPANIC","M"
"773",467997321,"2018-12-30T00:00:00.000","16:30:00","2018-12-30T00:00:00.000","17:00:00",109,"2018-12-30T00:00:00.000",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","CHAIN STORE","N.Y. POLICE DEPT",0,"","","",1030234,215251,"25-44","WHITE HISPANIC","M",NA,40.757379417,-73.834019371,"(40.757379417, -73.834019371)","PATROL BORO QUEENS NORTH","","UNKNOWN","UNKNOWN","D"
"774",763957353,"2018-12-30T00:00:00.000","00:10:00","2018-12-30T00:00:00.000","00:19:00",25,"2018-12-30T00:00:00.000",235,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","OTHER","OTHER",97,"","","",1004138,226326,"25-44","WHITE HISPANIC","M",NA,40.7878745990001,-73.928181646,"(40.787874599, -73.928181646)","PATROL BORO MAN NORTH","","UNKNOWN","UNKNOWN","E"
"775",893921862,"2018-12-30T00:00:00.000","03:00:00","2018-12-30T00:00:00.000","05:00:00",10,"2018-12-30T00:00:00.000",109,"GRAND LARCENY",415,"LARCENY,GRAND FROM PERSON,PICK","COMPLETED","FELONY","MANHATTAN","INSIDE","BAR/NIGHT CLUB","N.Y. POLICE DEPT",0,"","","",982756,210140,"UNKNOWN","UNKNOWN","U",NA,40.7434704550001,-74.005393004,"(40.743470455, -74.005393004)","PATROL BORO MAN SOUTH","","18-24","WHITE","F"
"776",546294959,"2018-12-30T00:00:00.000","00:29:00","","",9,"2018-12-30T00:00:00.000",113,"FORGERY",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","MANHATTAN","","STREET","N.Y. POLICE DEPT",0,"","","",989626,202204,"25-44","BLACK","M",NA,40.7216865730001,-73.980606848,"(40.721686573, -73.980606848)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","E"
"777",111144278,"2018-12-30T00:00:00.000","08:45:00","2018-12-30T00:00:00.000","09:15:00",101,"2018-12-30T00:00:00.000",233,"SEX CRIMES",681,"CHILD, ENDANGERING WELFARE","COMPLETED","MISDEMEANOR","QUEENS","","STREET","N.Y. POLICE DEPT",0,"","","",1053678,159044,"25-44","BLACK","F",NA,40.6029515910001,-73.749976261,"(40.602951591, -73.749976261)","PATROL BORO QUEENS SOUTH","","<18","BLACK","M"
"778",710249054,"2018-12-30T00:00:00.000","11:45:00","2018-12-31T00:00:00.000","07:24:00",73,"2018-12-31T00:00:00.000",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","PUBLIC BUILDING","N.Y. POLICE DEPT",0,"","","",1007348,184784,"UNKNOWN","BLACK","F",NA,40.673844225,-73.916732256,"(40.673844225, -73.916732256)","PATROL BORO BKLYN NORTH","","18-24","BLACK","F"
"779",304202705,"2018-12-30T00:00:00.000","18:30:00","2018-12-30T00:00:00.000","18:35:00",69,"2018-12-30T00:00:00.000",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",1013624,173783,"<18","UNKNOWN","M",NA,40.643630316,-73.894154971,"(40.643630316, -73.894154971)","PATROL BORO BKLYN SOUTH","","45-64","BLACK","F"
"780",389732308,"2018-12-30T00:00:00.000","15:21:00","2018-12-30T00:00:00.000","15:30:00",121,"2018-12-31T00:00:00.000",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","STATEN ISLAND","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",945943,160312,"45-64","BLACK","M",NA,40.606621144,-74.137960648,"(40.606621144, -74.137960648)","PATROL BORO STATEN ISLAND","","45-64","ASIAN / PACIFIC ISLANDER","M"
"781",140494989,"2018-12-30T00:00:00.000","14:50:00","2018-12-30T00:00:00.000","15:00:00",13,"2018-12-30T00:00:00.000",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","CHAIN STORE","N.Y. POLICE DEPT",0,"","","",987103,207735,"","","",NA,40.736868993,-73.989706546,"(40.736868993, -73.989706546)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","D"
"782",865612904,"2018-12-30T00:00:00.000","16:58:00","","",18,"2018-12-30T00:00:00.000",109,"GRAND LARCENY",424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","COMPLETED","FELONY","MANHATTAN","INSIDE","DEPARTMENT STORE","N.Y. POLICE DEPT",0,"","","",990503,215519,"25-44","ASIAN / PACIFIC ISLANDER","M",NA,40.7582323710001,-73.977430585,"(40.758232371, -73.977430585)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","M"
"783",343535629,"2018-12-30T00:00:00.000","05:35:00","2018-12-30T00:00:00.000","05:40:00",23,"2018-12-30T00:00:00.000",359,"OFFENSES AGAINST PUBLIC ADMINI",750,"RESISTING ARREST","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",998272,229012,"25-44","BLACK","M",NA,40.7952581980001,-73.949359408,"(40.795258198, -73.949359408)","PATROL BORO MAN NORTH","","UNKNOWN","UNKNOWN","E"
"784",484866818,"2018-12-30T00:00:00.000","16:05:00","2018-12-30T00:00:00.000","16:09:00",70,"2018-12-30T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",113,"MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",996838,163896,"45-64","WHITE","M",NA,40.61653235,-73.954660178,"(40.61653235, -73.954660178)","PATROL BORO BKLYN SOUTH","","25-44","WHITE","F"
"785",432767983,"2018-12-30T00:00:00.000","14:00:00","2018-12-30T00:00:00.000","14:03:00",13,"2018-12-30T00:00:00.000",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","CHAIN STORE","N.Y. POLICE DEPT",0,"","","",989869,207927,"UNKNOWN","WHITE","U",NA,40.737394661,-73.9797254169999,"(40.737394661, -73.979725417)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","D"
"786",927961813,"2018-12-30T00:00:00.000","21:00:00","2018-12-30T00:00:00.000","21:15:00",103,"2018-12-30T00:00:00.000",348,"VEHICLE AND TRAFFIC LAWS",916,"LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","QUEENS","","STREET","N.Y. POLICE DEPT",0,"","","",1041959,194872,"","","",NA,40.7013754390001,-73.791872176,"(40.701375439, -73.791872176)","PATROL BORO QUEENS SOUTH","","25-44","BLACK","F"
"787",344649774,"2018-12-30T00:00:00.000","09:40:00","2018-12-30T00:00:00.000","09:50:00",75,"2018-12-30T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",113,"MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1012722,186192,"UNKNOWN","WHITE HISPANIC","M",NA,40.6776932140001,-73.897352844,"(40.677693214, -73.897352844)","PATROL BORO BKLYN NORTH","","25-44","WHITE HISPANIC","M"
"788",443046132,"2018-12-30T00:00:00.000","06:30:00","2018-12-30T00:00:00.000","06:30:00",105,"2018-12-30T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","QUEENS","INSIDE","HOTEL/MOTEL","N.Y. POLICE DEPT",0,"","","",1044018,182147,"25-44","BLACK","M",NA,40.666434649,-73.78455923,"(40.666434649, -73.78455923)","PATROL BORO QUEENS SOUTH","","25-44","BLACK","M"
"789",113199765,"2018-12-30T00:00:00.000","13:50:00","","",40,"2018-12-30T00:00:00.000",109,"GRAND LARCENY",415,"LARCENY,GRAND FROM PERSON,PICK","COMPLETED","FELONY","BRONX","INSIDE","GROCERY/BODEGA","N.Y. POLICE DEPT",0,"","","",1009546,235539,"25-44","UNKNOWN","M",NA,40.813147933,-73.908617511,"(40.813147933, -73.908617511)","PATROL BORO BRONX","","<18","WHITE HISPANIC","F"
"790",295511431,"2018-12-30T00:00:00.000","10:00:00","2018-12-30T00:00:00.000","11:00:00",101,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","QUEENS","OPPOSITE OF","STREET","N.Y. POLICE DEPT",0,"","","",1044389,157138,"","","",NA,40.5977879260001,-73.7834447709999,"(40.597787926, -73.783444771)","PATROL BORO QUEENS SOUTH","","25-44","ASIAN / PACIFIC ISLANDER","M"
"791",984951238,"2018-12-30T00:00:00.000","10:00:00","2018-12-30T00:00:00.000","11:00:00",18,"2018-12-30T00:00:00.000",109,"GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","MANHATTAN","INSIDE","DEPARTMENT STORE","N.Y. POLICE DEPT",0,"","","",989136,218534,"UNKNOWN","BLACK","M",NA,40.7665086320001,-73.982362725,"(40.766508632, -73.982362725)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","D"
"792",727975500,"2018-12-30T00:00:00.000","16:00:00","2018-12-31T00:00:00.000","11:00:00",9,"2018-12-31T00:00:00.000",109,"GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","MANHATTAN","REAR OF","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE",2,"","WALD","609",990217,201712,"","","",NA,40.720335773,-73.9784751779999,"(40.720335773, -73.978475178)","PATROL BORO MAN SOUTH","","45-64","WHITE","F"
"793",216790718,"2018-12-30T00:00:00.000","20:55:00","2018-12-30T00:00:00.000","21:00:00",13,"2018-12-30T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",990054,206931,"45-64","WHITE","F",NA,40.734660767,-73.979058708,"(40.734660767, -73.979058708)","PATROL BORO MAN SOUTH","","25-44","ASIAN / PACIFIC ISLANDER","F"
"794",288601267,"2018-12-30T00:00:00.000","01:32:00","2018-12-30T00:00:00.000","02:00:00",120,"2018-12-30T00:00:00.000",359,"OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","STATEN ISLAND","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",959876,172912,"25-44","BLACK","M",NA,40.6412547740001,-74.0878277469999,"(40.641254774, -74.087827747)","PATROL BORO STATEN ISLAND","","25-44","BLACK","F"
"795",151488035,"2018-12-30T00:00:00.000","02:15:00","2018-12-30T00:00:00.000","02:20:00",61,"2018-12-30T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT",0,"","","",1005687,154516,"45-64","WHITE","F",NA,40.590769176,-73.922816364,"(40.590769176, -73.922816364)","PATROL BORO BKLYN SOUTH","","25-44","WHITE","F"
"796",767087727,"2018-12-30T00:00:00.000","00:10:00","2018-12-30T00:00:00.000","00:32:00",6,"2018-12-30T00:00:00.000",352,"CRIMINAL TRESPASS",203,"TRESPASS 3, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","HOSPITAL","N.Y. POLICE DEPT",0,"","","",982982,205425,"25-44","WHITE HISPANIC","M",NA,40.730528979,-74.0045765249999,"(40.730528979, -74.004576525)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","D"
"797",409144767,"2018-12-30T00:00:00.000","20:32:00","","",43,"2018-12-30T00:00:00.000",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1023367,245076,"45-64","BLACK","F",NA,40.8392738690001,-73.858632449,"(40.839273869, -73.858632449)","PATROL BORO BRONX","","18-24","BLACK","M"
"798",922643602,"2018-12-30T00:00:00.000","08:58:00","2018-12-30T00:00:00.000","08:59:00",103,"2018-12-30T00:00:00.000",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","QUEENS","FRONT OF","CHECK CASHING BUSINESS","N.Y. POLICE DEPT",0,"","","",1040660,195811,"25-44","BLACK","M",NA,40.7039611430001,-73.796549177,"(40.703961143, -73.796549177)","PATROL BORO QUEENS SOUTH","","18-24","ASIAN / PACIFIC ISLANDER","M"
"799",266262912,"2018-12-30T00:00:00.000","14:05:00","2018-12-30T00:00:00.000","14:07:00",25,"2018-12-30T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE",2,"","","670",1002785,230463,"45-64","BLACK","F",NA,40.799232486,-73.933056198,"(40.799232486, -73.933056198)","PATROL BORO MAN NORTH","","45-64","WHITE HISPANIC","F"
"800",314957880,"2018-12-30T00:00:00.000","01:30:00","2018-12-30T00:00:00.000","01:34:00",18,"2018-12-30T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",988149,216376,"45-64","WHITE","M",NA,40.760585967,-73.9859271,"(40.760585967, -73.9859271)","PATROL BORO MAN SOUTH","","18-24","WHITE","F"
"801",735426446,"2018-12-30T00:00:00.000","14:00:00","2018-12-30T00:00:00.000","14:20:00",120,"2018-12-30T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",114,"OBSTR BREATH/CIRCUL","COMPLETED","MISDEMEANOR","STATEN ISLAND","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",960455,165439,"25-44","BLACK","M",NA,40.6207445490001,-74.0857151,"(40.620744549, -74.0857151)","PATROL BORO STATEN ISLAND","","25-44","WHITE HISPANIC","F"
"802",259363380,"2018-12-30T00:00:00.000","14:00:00","2018-12-30T00:00:00.000","14:10:00",110,"2018-12-30T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",113,"MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","QUEENS","","STREET","N.Y. POLICE DEPT",0,"","","",1022254,208565,"UNKNOWN","BLACK HISPANIC","M",NA,40.7390659490001,-73.862861401,"(40.739065949, -73.862861401)","PATROL BORO QUEENS NORTH","","18-24","WHITE HISPANIC","F"
"803",355098867,"2018-12-30T00:00:00.000","21:00:00","2018-12-30T00:00:00.000","22:38:00",47,"2018-12-31T00:00:00.000",124,"KIDNAPPING & RELATED OFFENSES",193,"CUSTODIAL INTERFERENCE 1","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",1026591,259192,"18-24","BLACK","F",NA,40.878003133,-73.8468917549999,"(40.878003133, -73.846891755)","PATROL BORO BRONX","","25-44","BLACK","F"
"804",114950977,"2018-12-30T00:00:00.000","14:10:00","2018-12-30T00:00:00.000","14:20:00",1,"2018-12-30T00:00:00.000",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","MANHATTAN","","STREET","N.Y. POLICE DEPT",0,"","","",984579,202693,"","","",NA,40.723030387,-73.9988145139999,"(40.723030387, -73.998814514)","PATROL BORO MAN SOUTH","","45-64","AMERICAN INDIAN/ALASKAN NATIVE","M"
"805",136960346,"2018-12-30T00:00:00.000","05:12:00","2018-12-30T00:00:00.000","05:20:00",115,"2018-12-30T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","QUEENS","","STREET","N.Y. POLICE DEPT",0,"","","",1012648,214098,"18-24","WHITE HISPANIC","M",NA,40.754288698,-73.897501914,"(40.754288698, -73.897501914)","PATROL BORO QUEENS NORTH","","25-44","ASIAN / PACIFIC ISLANDER","M"
"806",843415488,"2018-12-30T00:00:00.000","23:40:00","2018-12-30T00:00:00.000","23:50:00",20,"2018-12-31T00:00:00.000",106,"FELONY ASSAULT",105,"STRANGULATION 1ST","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE",2,"","","45,504",988046,221545,"18-24","BLACK","M",NA,40.7747735780001,-73.986295984,"(40.774773578, -73.986295984)","PATROL BORO MAN NORTH","","25-44","BLACK","F"
"807",714315815,"2018-12-30T00:00:00.000","17:40:00","2018-12-30T00:00:00.000","17:41:00",1,"2018-12-31T00:00:00.000",109,"GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","MANHATTAN","INSIDE","CLOTHING/BOUTIQUE","N.Y. POLICE DEPT",0,"","","",984290,203196,"","","",NA,40.7244110070001,-73.9998571369999,"(40.724411007, -73.999857137)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","D"
"808",726650561,"2018-12-30T00:00:00.000","23:30:00","","",17,"2018-12-31T00:00:00.000",109,"GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","MANHATTAN","INSIDE","CHAIN STORE","N.Y. POLICE DEPT",0,"","","",992033,214074,"UNKNOWN","BLACK","M",NA,40.754264999,-73.971909562,"(40.754264999, -73.971909562)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","D"
"809",659111363,"2018-12-30T00:00:00.000","09:12:00","2018-12-30T00:00:00.000","09:17:00",48,"2018-12-30T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BRONX","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",1016293,250009,"25-44","BLACK","M",NA,40.8528419950001,-73.8841743099999,"(40.852841995, -73.88417431)","PATROL BORO BRONX","","45-64","BLACK","F"
"810",203035585,"2018-12-30T00:00:00.000","20:11:00","2018-12-30T00:00:00.000","20:15:00",110,"2018-12-30T00:00:00.000",121,"CRIMINAL MISCHIEF & RELATED OF",269,"MISCHIEF,CRIMINAL,    UNCL 2ND","COMPLETED","FELONY","QUEENS","FRONT OF","BAR/NIGHT CLUB","N.Y. POLICE DEPT",0,"","","",1015510,211556,"25-44","WHITE HISPANIC","F",NA,40.747301899,-73.887183659,"(40.747301899, -73.887183659)","PATROL BORO QUEENS NORTH","","45-64","WHITE HISPANIC","M"
"811",215904109,"2018-12-30T00:00:00.000","00:00:00","2018-12-30T00:00:00.000","06:00:00",102,"2018-12-30T00:00:00.000",104,"RAPE",157,"RAPE 1","COMPLETED","FELONY","QUEENS","OPPOSITE OF","STREET","N.Y. POLICE DEPT",0,"","","",1030954,193887,"25-44","BLACK","U",NA,40.6987367730001,-73.831568765,"(40.698736773, -73.831568765)","PATROL BORO QUEENS SOUTH","","25-44","BLACK","F"
"812",593745466,"2018-12-30T00:00:00.000","19:30:00","2018-12-30T00:00:00.000","20:00:00",18,"2018-12-30T00:00:00.000",107,"BURGLARY",213,"BURGLARY,COMMERCIAL,NIGHT","COMPLETED","FELONY","MANHATTAN","","SMALL MERCHANT","N.Y. POLICE DEPT",0,"","","",989166,215214,"UNKNOWN","UNKNOWN","M",NA,40.7573960670001,-73.982256851,"(40.757396067, -73.982256851)","PATROL BORO MAN SOUTH","","25-44","ASIAN / PACIFIC ISLANDER","M"
"813",882115565,"2018-12-30T00:00:00.000","12:00:00","2018-12-30T00:00:00.000","12:08:00",46,"2018-12-30T00:00:00.000",105,"ROBBERY",371,"ROBBERY,CHECK CASHING BUSINESS","COMPLETED","FELONY","BRONX","INSIDE","CHECK CASHING BUSINESS","N.Y. POLICE DEPT",0,"","","",1009575,247904,"UNKNOWN","BLACK","M",NA,40.8470862190001,-73.908466071,"(40.847086219, -73.908466071)","PATROL BORO BRONX","","25-44","WHITE HISPANIC","M"
"814",860390431,"2018-12-30T00:00:00.000","19:30:00","2018-12-30T00:00:00.000","21:45:00",1,"2018-12-30T00:00:00.000",341,"PETIT LARCENY",343,"LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","MANHATTAN","","STREET","N.Y. POLICE DEPT",0,"","","",982501,199466,"","","",NA,40.71417288,-74.006310474,"(40.71417288, -74.006310474)","PATROL BORO MAN SOUTH","","25-44","WHITE","F"
"815",160784537,"2018-12-30T00:00:00.000","20:00:00","2018-12-31T00:00:00.000","08:00:00",68,"2018-12-31T00:00:00.000",121,"CRIMINAL MISCHIEF & RELATED OF",267,"MISCHIEF, CRIMINAL 3 & 2, OF M","COMPLETED","FELONY","BROOKLYN","INSIDE","STREET","N.Y. POLICE DEPT",0,"","","",975653,170433,"","","",NA,40.6344798150001,-74.030975675,"(40.634479815, -74.030975675)","PATROL BORO BKLYN SOUTH","","25-44","WHITE","M"
"816",824403161,"2018-12-30T00:00:00.000","17:35:00","2018-12-30T00:00:00.000","17:37:00",41,"2018-12-30T00:00:00.000",351,"CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","BRONX","","STREET","N.Y. POLICE DEPT",0,"","","",1015965,238519,"","","",NA,40.82130648,-73.8854142719999,"(40.82130648, -73.885414272)","PATROL BORO BRONX","","UNKNOWN","UNKNOWN","E"
"817",494188720,"2018-12-30T00:00:00.000","13:30:00","2018-12-30T00:00:00.000","13:35:00",104,"2018-12-30T00:00:00.000",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1012215,197965,"25-44","WHITE","F",NA,40.7100089740001,-73.8991318289999,"(40.710008974, -73.899131829)","PATROL BORO QUEENS NORTH","","45-64","WHITE","F"
"818",276357754,"2018-12-30T00:00:00.000","16:50:00","2018-12-30T00:00:00.000","17:00:00",103,"2018-12-30T00:00:00.000",105,"ROBBERY",388,"ROBBERY,RESIDENTIAL COMMON AREA","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1043238,197226,"UNKNOWN","BLACK","U",NA,40.707828164,-73.787238821,"(40.707828164, -73.787238821)","PATROL BORO QUEENS SOUTH","","25-44","ASIAN / PACIFIC ISLANDER","M"
"819",980148638,"2018-12-30T00:00:00.000","16:19:00","2018-12-30T00:00:00.000","16:34:00",6,"2018-12-30T00:00:00.000",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","CHAIN STORE","N.Y. POLICE DEPT",0,"","","",983599,206367,"18-24","BLACK","M",NA,40.7331146060001,-74.002350415,"(40.733114606, -74.002350415)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","D"
"820",529703136,"2018-12-30T00:00:00.000","13:30:00","2018-12-30T00:00:00.000","13:35:00",102,"2018-12-30T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","QUEENS","","STREET","N.Y. POLICE DEPT",0,"","","",1023324,191611,"UNKNOWN","UNKNOWN","U",NA,40.692526667,-73.8590986459999,"(40.692526667, -73.859098646)","PATROL BORO QUEENS SOUTH","","25-44","ASIAN / PACIFIC ISLANDER","M"
"821",483045678,"2018-12-30T00:00:00.000","17:30:00","2018-12-30T00:00:00.000","17:40:00",42,"2018-12-30T00:00:00.000",110,"GRAND LARCENY OF MOTOR VEHICLE",441,"LARCENY,GRAND OF AUTO","COMPLETED","FELONY","BRONX","FRONT OF","STREET","N.Y. POLICE DEPT",0,"","","",1012854,243122,"UNKNOWN","UNKNOWN","U",NA,40.8339510160001,-73.896634767,"(40.833951016, -73.896634767)","PATROL BORO BRONX","","45-64","WHITE HISPANIC","M"
"822",934809748,"2018-12-30T00:00:00.000","23:25:00","2018-12-30T00:00:00.000","23:27:00",48,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","INSIDE","OTHER","N.Y. POLICE DEPT",0,"","","",1014623,249863,"25-44","BLACK","M",NA,40.852447171,-73.8902115819999,"(40.852447171, -73.890211582)","PATROL BORO BRONX","","25-44","ASIAN / PACIFIC ISLANDER","M"
"823",622742766,"2018-12-30T00:00:00.000","14:50:00","2018-12-30T00:00:00.000","14:54:00",6,"2018-12-30T00:00:00.000",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","MANHATTAN","INSIDE","TELECOMM. STORE","N.Y. POLICE DEPT",0,"","","",984922,207549,"25-44","WHITE HISPANIC","M",NA,40.736358903,-73.9975765889999,"(40.736358903, -73.997576589)","PATROL BORO MAN SOUTH","","25-44","WHITE","F"
"824",292084733,"2018-12-30T00:00:00.000","16:30:00","","",113,"2018-12-30T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","QUEENS","INSIDE","BEAUTY & NAIL SALON","N.Y. POLICE DEPT",0,"","","",1044741,192495,"","","",NA,40.694832567,-73.781860196,"(40.694832567, -73.781860196)","PATROL BORO QUEENS SOUTH","","25-44","WHITE HISPANIC","F"
"825",573886387,"2018-12-30T00:00:00.000","07:00:00","2018-12-30T00:00:00.000","08:10:00",32,"2018-12-30T00:00:00.000",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE",2,"","","40,086",1000641,237827,"18-24","BLACK","M",NA,40.8194488610001,-73.940781977,"(40.819448861, -73.940781977)","PATROL BORO MAN NORTH","","25-44","BLACK","F"
